RECORDID,FIRSTNAME,LASTNAME,ADDRESS,CITY,POSTALCODEZIP,COUNTRY,GENDER,AGE,INCOMECODE,INCOMERANGE,INCOME,OCCUPATION,EDUCATION,RESIDENCE,FAMILYTYPE,SEGMENTATION,VISITS,TEMP_LATLONCODE,LAT,LONG,HubName,HubDist
398,Ludvig,Aberg,,TORONTO,,Canada,Male,44,5,"160,000 - 189,999",171239,Executive,Doctorate,Owner,Family,City Affluence,2,1164,43.763941,-79.246496,"42",2.00955893654421
399,Ludvig,Straka,,TORONTO,,Canada,Female,47,1,"40,000 - 69,999",56720,Administration,College,Rent,Singles,Young Up and Comers,89,153,43.844709,-79.175851,"57",8.121892765609
400,Denny,Hovland,,TORONTO,,Canada,Male,30,2,"70,000 - 99,999 ",76299,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,19,419,43.721867,-79.561173,"7",4.86471462729204
401,J.T.,Straka,,TORONTO,,Canada,Female,57,2,"70,000 - 99,999 ",77135,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,9,980,43.681839,-79.306826,"2",0.625892663121528
402,Viktor,Im,,TORONTO,,Canada,Female,44,3,"100,000 - 129,999",115987,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,74,264,43.680911,-79.327679,"24",1.93375349934372
403,Cameron,Young,,TORONTO,,Canada,Female,24,4,"130,000 - 169,999",135701,Sr. Manager,Masters,Owner,Family,Established Success,90,148,43.831878,-79.258135,"59",5.04944810828625
404,Tiger,Scheffler,,TORONTO,,Canada,Male,30,5,"160,000 - 189,999",178300,Executive,Doctorate,Owner,Family,City Affluence,77,1132,43.650955,-79.371995,"13",2.89100851486363
405,Jordan,Hughes,,TORONTO,,Canada,Female,19,1,"40,000 - 69,999",67871,Administration,College,Rent,Singles,Young Up and Comers,106,958,43.655041,-79.588146,"32",0.530265082731503
406,Phil,Clark,,TORONTO,,Canada,Female,22,5,"160,000 - 189,999",188167,Executive,Doctorate,Owner,Family,City Affluence,29,516,43.812662,-79.314791,"44",1.87082759742501
407,Tony,Cantlay,,TORONTO,,Canada,Female,50,2,"70,000 - 99,999 ",90460,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,102,867,43.77343,-79.373067,"50",1.17845371530757
408,Will,Morikawa,,TORONTO,,Canada,Female,31,3,"100,000 - 129,999",123864,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,124,1003,43.723793,-79.370597,"21",2.38616654057466
409,Rory,Bezuidenhout,,TORONTO,,Canada,Male,41,4,"130,000 - 169,999",147596,Sr. Manager,Masters,Owner,Family,Established Success,92,497,43.751899,-79.606222,"32",11.1316105468044
410,Patrick,Oosthuizen,,TORONTO,,Canada,Female,55,4,"130,000 - 169,999",137291,Sr. Manager,Masters,Owner,Family,Established Success,117,372,43.718692,-79.279812,"56",2.88274870685025
411,Min Woo,Bhatia,,TORONTO,,Canada,Female,54,1,"40,000 - 69,999",54275,Administration,College,Rent,Singles,Young Up and Comers,144,318,43.66053,-79.52828,"30",1.13071034375456
412,Shane,Zalatoris,,TORONTO,,Canada,Male,42,2,"70,000 - 99,999 ",96020,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,112,99,43.758596,-79.398339,"51",1.40311118110355
413,Abraham,McCarthy,,TORONTO,,Canada,Female,21,1,"40,000 - 69,999",54210,Administration,College,Rent,Singles,Young Up and Comers,137,647,43.638932,-79.527704,"30",2.45998935696333
414,Tiger,Lowry,,TORONTO,,Canada,Female,52,2,"70,000 - 99,999 ",87053,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,19,406,43.775661,-79.141817,"43",5.61039081802195
415,Adam,Spieth,,TORONTO,,Canada,Female,27,5,"160,000 - 189,999",165214,Executive,Doctorate,Owner,Family,City Affluence,24,687,43.805251,-79.337827,"44",0.157640871411265
416,Shane,Niemann,,TORONTO,,Canada,Male,31,3,"100,000 - 129,999",125264,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,56,17,43.716803,-79.533763,"7",2.60363093801794
417,Robert,Theegala,,TORONTO,,Canada,Male,56,3,"100,000 - 129,999",121452,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,106,45,43.754599,-79.402016,"51",1.49482138514735
418,Christiaan,DeChambeau,,TORONTO,,Canada,Female,37,4,"130,000 - 169,999",133864,Sr. Manager,Masters,Owner,Family,Established Success,146,379,43.701669,-79.247191,"56",0.568192988510397
419,Akshay,Niemann,,TORONTO,,Canada,Male,26,4,"130,000 - 169,999",134070,Sr. Manager,Masters,Owner,Family,Established Success,51,326,43.758422,-79.551357,"34",5.34493913525639
420,Cameron,Hughes,,TORONTO,,Canada,Female,33,2,"70,000 - 99,999 ",80509,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,96,514,43.778603,-79.244651,"59",1.1411661493721
421,Wyndham,Thomas,,TORONTO,,Canada,Male,37,3,"100,000 - 129,999",128928,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,16,650,43.727709,-79.498826,"8",2.26343207263959
422,Rory,Schauffele,,TORONTO,,Canada,Female,54,4,"130,000 - 169,999",147516,Sr. Manager,Masters,Owner,Family,Established Success,1,519,43.726237,-79.359509,"37",1.41969517598228
423,Jason,Smith,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",104598,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,122,1176,43.594167,-79.513928,"31",1.18356923844063
424,Sepp,Hadwin,,TORONTO,,Canada,Female,47,4,"130,000 - 169,999",138534,Sr. Manager,Masters,Owner,Family,Established Success,22,395,43.638291,-79.422141,"4",1.79322296861763
425,Viktor,Scheffler,,TORONTO,,Canada,Male,24,5,"160,000 - 189,999",179908,Executive,Doctorate,Owner,Family,City Affluence,54,210,43.779582,-79.279863,"46",1.22169979729135
426,J.T.,Hovland,,TORONTO,,Canada,Female,56,5,"160,000 - 189,999",182022,Executive,Doctorate,Owner,Family,City Affluence,132,751,43.702999,-79.49372,"8",0.843799213763325
427,Wyndham,Oosthuizen,,TORONTO,,Canada,Female,37,3,"100,000 - 129,999",121471,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,80,299,43.709912,-79.56386,"32",6.46338762143034
428,Mackenzie,Schauffele,,TORONTO,,Canada,Female,49,2,"70,000 - 99,999 ",86853,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,77,783,43.667545,-79.565939,"32",2.05165992191296
429,J.T.,Spieth,,TORONTO,,Canada,Female,32,1,"40,000 - 69,999",40121,Administration,College,Rent,Singles,Young Up and Comers,29,885,43.726176,-79.363974,"37",1.6683379238429
430,Tommy,Finau,,TORONTO,,Canada,Female,46,1,"40,000 - 69,999",46624,Administration,College,Rent,Singles,Young Up and Comers,37,58,43.795803,-79.405279,"50",3.68733664581187
431,Collin,Hatton,,TORONTO,,Canada,Female,50,4,"130,000 - 169,999",147767,Sr. Manager,Masters,Owner,Family,Established Success,54,834,43.646271,-79.604982,"32",2.00630045055352
432,Rory,Finau,,TORONTO,,Canada,Female,18,1,"40,000 - 69,999",59633,Administration,College,Rent,Singles,Young Up and Comers,8,591,43.791348,-79.216279,"57",1.9479112553278
433,Jason,Zalatoris,,TORONTO,,Canada,Male,57,5,"160,000 - 189,999",182043,Executive,Doctorate,Owner,Family,City Affluence,116,732,43.826899,-79.203264,"57",5.21071418941332
434,Sahith,Morikawa,,TORONTO,,Canada,Male,35,1,"40,000 - 69,999",57103,Administration,College,Rent,Singles,Young Up and Comers,145,721,43.736297,-79.449646,"55",1.0992552641865
435,Sahith,Cantlay,,TORONTO,,Canada,Male,27,1,"40,000 - 69,999",48988,Administration,College,Rent,Singles,Young Up and Comers,22,217,43.615874,-79.385192,"17",6.4220347762153
436,J.T.,Lowry,,TORONTO,,Canada,Female,19,1,"40,000 - 69,999",49069,Administration,College,Rent,Singles,Young Up and Comers,43,16,43.683774,-79.509111,"7",2.62873182184578
437,Adam,Finau,,TORONTO,,Canada,Female,37,3,"100,000 - 129,999",118586,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,64,778,43.649494,-79.501167,"30",1.49462722393072
438,Sahith,McCarthy,,TORONTO,,Canada,Female,34,5,"160,000 - 189,999",181603,Executive,Doctorate,Owner,Family,City Affluence,12,23,43.729574,-79.364263,"37",1.45907079711118
439,Jason,DeChambeau,,TORONTO,,Canada,Male,43,3,"100,000 - 129,999",107537,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,6,72,43.783278,-79.152653,"43",5.5355316325631
440,Brooks,Kim,,TORONTO,,Canada,Female,54,5,"160,000 - 189,999",171575,Executive,Doctorate,Owner,Family,City Affluence,11,817,43.724929,-79.340745,"35",1.0302202317046
441,Corey,Matsuyama,,TORONTO,,Canada,Female,49,1,"40,000 - 69,999",47790,Administration,College,Rent,Singles,Young Up and Comers,127,399,43.780107,-79.188078,"43",3.88617059242813
442,Joaquin,Oosthuizen,,TORONTO,,Canada,Female,50,5,"160,000 - 189,999",176734,Executive,Doctorate,Owner,Family,City Affluence,10,181,43.695524,-79.388992,"26",0.41611795041475
443,Shane,Poston,,TORONTO,,Canada,Male,36,5,"160,000 - 189,999",180831,Executive,Doctorate,Owner,Family,City Affluence,79,1191,43.725271,-79.405045,"22",0.914178942830442
444,Hideki,McIlroy,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",43707,Administration,College,Rent,Singles,Young Up and Comers,69,826,43.768174,-79.273912,"41",1.28515486203973
445,J.T.,Kim,,TORONTO,,Canada,Male,32,5,"160,000 - 189,999",188629,Executive,Doctorate,Owner,Family,City Affluence,20,547,43.68177,-79.329482,"24",2.02220399580492
446,Christiaan,Morikawa,,TORONTO,,Canada,Female,26,1,"40,000 - 69,999",45188,Administration,College,Rent,Singles,Young Up and Comers,125,885,43.726176,-79.363974,"37",1.6683379238429
447,Tiger,Homa,,TORONTO,,Canada,Male,26,1,"40,000 - 69,999",54719,Administration,College,Rent,Singles,Young Up and Comers,110,143,43.704456,-79.378465,"26",0.916245163348641
448,Adam,Grillo,,TORONTO,,Canada,Female,18,5,"160,000 - 189,999",174575,Executive,Doctorate,Owner,Family,City Affluence,126,945,43.81009,-79.318033,"44",1.52358654485806
449,Wyndham,Scheffler,,TORONTO,,Canada,Male,24,1,"40,000 - 69,999",45231,Administration,College,Rent,Singles,Young Up and Comers,143,741,43.637997,-79.423296,"4",1.77013457105584
450,Tony,Hadwin,,TORONTO,,Canada,Female,50,2,"70,000 - 99,999 ",73009,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,124,383,43.592317,-79.516247,"31",1.43447449226149
451,Bryson,Koepka,,TORONTO,,Canada,Male,48,1,"40,000 - 69,999",44520,Administration,College,Rent,Singles,Young Up and Comers,91,362,43.741485,-79.475613,"34",1.34712192898489
452,Brian,Harman,,TORONTO,,Canada,Female,53,1,"40,000 - 69,999",64152,Administration,College,Rent,Singles,Young Up and Comers,15,151,43.699476,-79.323816,"2",3.01674164457498
453,Alex,Lee,,TORONTO,,Canada,Male,53,4,"130,000 - 169,999",155442,Sr. Manager,Masters,Owner,Family,Established Success,2,87,43.649074,-79.471826,"49",0.39784559878628
454,Adam,Koepka,,TORONTO,,Canada,Male,53,1,"40,000 - 69,999",53212,Administration,College,Rent,Singles,Young Up and Comers,49,1032,43.650014,-79.451582,"9",1.14486221975887
455,Cameron,Lee,,TORONTO,,Canada,Male,55,5,"160,000 - 189,999",161563,Executive,Doctorate,Owner,Family,City Affluence,91,483,43.744356,-79.57013,"7",6.72252670820226
456,Louis,Oosthuizen,,TORONTO,,Canada,Female,33,5,"160,000 - 189,999",180900,Executive,Doctorate,Owner,Family,City Affluence,134,156,43.720588,-79.526107,"7",2.30357913836208
457,Sungjae,Harman,,TORONTO,,Canada,Male,43,4,"130,000 - 169,999",147980,Sr. Manager,Masters,Owner,Family,Established Success,66,962,43.752753,-79.205876,"43",0.987196995396433
458,Tom,Lowry,,TORONTO,,Canada,Female,19,5,"160,000 - 189,999",165612,Executive,Doctorate,Owner,Family,City Affluence,95,161,43.739764,-79.601583,"32",9.73962151137577
459,Viktor,DeChambeau,,TORONTO,,Canada,Male,42,3,"100,000 - 129,999",103034,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,125,1063,43.740938,-79.517446,"34",2.79191711674001
460,Tyrrell,Cantlay,,TORONTO,,Canada,Male,40,5,"160,000 - 189,999",166951,Executive,Doctorate,Owner,Family,City Affluence,140,1173,43.708053,-79.421826,"14",0.340110567648951
461,Sepp,Spieth,,TORONTO,,Canada,Male,20,1,"40,000 - 69,999",60782,Administration,College,Rent,Singles,Young Up and Comers,31,256,43.730003,-79.547093,"7",4.28009818372003
462,Robert,Young,,TORONTO,,Canada,Female,35,5,"160,000 - 189,999",184468,Executive,Doctorate,Owner,Family,City Affluence,70,801,43.79738,-79.407928,"50",3.94294434315859
463,Adam,Thomas,,TORONTO,,Canada,Male,30,4,"130,000 - 169,999",154739,Sr. Manager,Masters,Owner,Family,Established Success,132,741,43.637997,-79.423296,"4",1.77013457105584
464,Hideki,Rahm,,TORONTO,,Canada,Female,29,5,"160,000 - 189,999",169308,Executive,Doctorate,Owner,Family,City Affluence,65,1053,43.708195,-79.242332,"56",1.26546078323491
465,J.T.,Fleetwood,,TORONTO,,Canada,Female,26,2,"70,000 - 99,999 ",99001,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,82,556,43.767519,-79.460892,"54",0.463696447769205
466,Aaron,Homa,,TORONTO,,Canada,Male,42,3,"100,000 - 129,999",128029,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,52,912,43.731773,-79.376515,"51",2.2677517972078
467,Viktor,Lee,,TORONTO,,Canada,Male,18,4,"130,000 - 169,999",144772,Sr. Manager,Masters,Owner,Family,Established Success,31,1061,43.80365,-79.265067,"59",2.63028312149944
468,Sepp,Conners,,TORONTO,,Canada,Male,27,1,"40,000 - 69,999",44498,Administration,College,Rent,Singles,Young Up and Comers,74,1193,43.744742,-79.434332,"39",1.05319033273832
469,Alex,Young,,TORONTO,,Canada,Male,49,4,"130,000 - 169,999",131804,Sr. Manager,Masters,Owner,Family,Established Success,111,1151,43.717338,-79.296004,"2",4.48341508854736
470,Justin,Lee,,TORONTO,,Canada,Male,28,4,"130,000 - 169,999",157652,Sr. Manager,Masters,Owner,Family,Established Success,48,161,43.739764,-79.601583,"32",9.73962151137577
471,Abraham,Kim,,TORONTO,,Canada,Male,44,2,"70,000 - 99,999 ",99824,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,127,479,43.696853,-79.526203,"7",2.10472820190024
472,Austin,Homa,,TORONTO,,Canada,Female,43,3,"100,000 - 129,999",106859,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,79,615,43.676162,-79.58354,"32",2.54779619692094
473,Tony,Oosthuizen,,TORONTO,,Canada,Male,31,3,"100,000 - 129,999",101214,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,54,1038,43.65241,-79.445075,"4",0.842496352969342
474,Jon,Fitzpatrick,,TORONTO,,Canada,Male,45,3,"100,000 - 129,999",101607,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,78,1,43.7447,-79.479134,"34",0.891132640792569
475,Hideki,Spieth,,TORONTO,,Canada,Male,25,1,"40,000 - 69,999",53068,Administration,College,Rent,Singles,Young Up and Comers,90,711,43.771348,-79.178218,"43",3.24979490709927
476,Adam,Eckroat,,TORONTO,,Canada,Female,50,4,"130,000 - 169,999",139226,Sr. Manager,Masters,Owner,Family,Established Success,123,287,43.827695,-79.197892,"57",5.53785827609543
477,Bryson,Homa,,TORONTO,,Canada,Male,45,4,"130,000 - 169,999",151315,Sr. Manager,Masters,Owner,Family,Established Success,138,303,43.831854,-79.250269,"59",4.90294186061516
478,Cameron,McIlroy,,TORONTO,,Canada,Female,35,3,"100,000 - 129,999",108547,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,7,504,43.778766,-79.231838,"57",1.25520865352018
479,Patrick,McCarthy,,TORONTO,,Canada,Male,41,5,"160,000 - 189,999",173651,Executive,Doctorate,Owner,Family,City Affluence,107,455,43.71026,-79.355681,"21",1.0358405358016
480,Justin,McCarthy,,TORONTO,,Canada,Male,46,2,"70,000 - 99,999 ",79522,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,145,490,43.768502,-79.207363,"42",2.07164495633996
481,Jason,Harman,,TORONTO,,Canada,Female,31,4,"130,000 - 169,999",140856,Sr. Manager,Masters,Owner,Family,Established Success,59,877,43.763693,-79.217611,"42",1.14330151569086
482,Will,Koepka,,TORONTO,,Canada,Male,35,3,"100,000 - 129,999",110146,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,123,526,43.761101,-79.413058,"22",3.15875813764831
483,Sepp,Young,,TORONTO,,Canada,Male,23,3,"100,000 - 129,999",121776,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,23,1149,43.747161,-79.623905,"32",10.9653203045454
484,Si Woo,Cantlay,,TORONTO,,Canada,Male,51,1,"40,000 - 69,999",58880,Administration,College,Rent,Singles,Young Up and Comers,116,7,43.760002,-79.413078,"22",3.04055508920049
485,J.T.,Zalatoris,,TORONTO,,Canada,Female,19,4,"130,000 - 169,999",159529,Sr. Manager,Masters,Owner,Family,Established Success,89,333,43.744485,-79.412296,"22",1.39956693190276
486,Christiaan,Day,,TORONTO,,Canada,Male,37,2,"70,000 - 99,999 ",98530,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,25,586,43.649459,-79.459837,"49",0.965217084549746
487,Scottie,Zalatoris,,TORONTO,,Canada,Male,26,3,"100,000 - 129,999",124517,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,12,463,43.728794,-79.236151,"45",1.94723353341794
488,J.T.,DeChambeau,,TORONTO,,Canada,Male,37,3,"100,000 - 129,999",110666,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,120,369,43.734158,-79.620639,"32",9.51177949136099
489,Sepp,Noren,,TORONTO,,Canada,Female,40,2,"70,000 - 99,999 ",92920,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,123,969,43.825654,-79.205616,"57",4.98986667701934
490,Matt,Woods,,TORONTO,,Canada,Female,31,2,"70,000 - 99,999 ",87099,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,6,43,43.638224,-79.362534,"24",3.8644908439749
491,Xander,Scheffler,,TORONTO,,Canada,Female,36,5,"160,000 - 189,999",168211,Executive,Doctorate,Owner,Family,City Affluence,70,907,43.761584,-79.315359,"38",0.422985029650577
492,Cameron,Eckroat,,TORONTO,,Canada,Male,42,4,"130,000 - 169,999",139172,Sr. Manager,Masters,Owner,Family,Established Success,32,887,43.754378,-79.333893,"38",1.4707283609679
493,Shane,Fleetwood,,TORONTO,,Canada,Male,39,4,"130,000 - 169,999",141494,Sr. Manager,Masters,Owner,Family,Established Success,143,78,43.637109,-79.50112,"30",2.64635413045523
494,Tyrrell,Young,,TORONTO,,Canada,Male,24,2,"70,000 - 99,999 ",95546,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,42,571,43.744501,-79.530831,"34",3.70415876200849
495,Adam,Fitzpatrick,,TORONTO,,Canada,Female,20,5,"160,000 - 189,999",161516,Executive,Doctorate,Owner,Family,City Affluence,140,837,43.659728,-79.464855,"49",0.933593932282447
496,Rory,Finau,,TORONTO,,Canada,Male,20,5,"160,000 - 189,999",184189,Executive,Doctorate,Owner,Family,City Affluence,18,701,43.780637,-79.255095,"59",1.47707421938331
497,Sungjae,Eckroat,,TORONTO,,Canada,Female,51,2,"70,000 - 99,999 ",84713,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,55,204,43.740935,-79.242946,"42",2.12287019793702
498,Justin,Poston,,TORONTO,,Canada,Male,51,2,"70,000 - 99,999 ",95921,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,140,547,43.68177,-79.329482,"24",2.02220399580492
499,Justin,Cantlay,,TORONTO,,Canada,Male,37,5,"160,000 - 189,999",161617,Executive,Doctorate,Owner,Family,City Affluence,127,88,43.678594,-79.578333,"32",2.83108569850021
500,Robert,Smith,,TORONTO,,Canada,Male,30,5,"160,000 - 189,999",163009,Executive,Doctorate,Owner,Family,City Affluence,129,1086,43.74584,-79.530681,"34",3.66553396671423
501,Scottie,Mickelson,,TORONTO,,Canada,Female,37,1,"40,000 - 69,999",56463,Administration,College,Rent,Singles,Young Up and Comers,147,1037,43.684309,-79.594059,"32",3.58350730680338
502,Patrick,Hatton,,TORONTO,,Canada,Male,51,4,"130,000 - 169,999",148122,Sr. Manager,Masters,Owner,Family,Established Success,8,1057,43.738899,-79.629007,"32",10.240731181011
503,Tom,Koepka,,TORONTO,,Canada,Male,35,5,"160,000 - 189,999",185859,Executive,Doctorate,Owner,Family,City Affluence,141,167,43.596665,-79.500194,"31",0.115131178759374
504,Abraham,Hatton,,TORONTO,,Canada,Male,31,1,"40,000 - 69,999",51686,Administration,College,Rent,Singles,Young Up and Comers,40,686,43.814752,-79.195015,"57",4.66783851927071
505,Will,Smith,,TORONTO,,Canada,Female,30,4,"130,000 - 169,999",138059,Sr. Manager,Masters,Owner,Family,Established Success,14,139,43.72492,-79.538292,"7",3.37440779411013
506,Christiaan,Hovland,,TORONTO,,Canada,Male,27,2,"70,000 - 99,999 ",80821,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,78,743,43.742612,-79.442763,"53",1.32297665950704
507,Tom,Woods,,TORONTO,,Canada,Male,47,3,"100,000 - 129,999",122540,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,147,488,43.733396,-79.5694,"7",5.99993032980041
508,Shane,Noren,,TORONTO,,Canada,Female,21,4,"130,000 - 169,999",150205,Sr. Manager,Masters,Owner,Family,Established Success,62,882,43.793328,-79.317455,"44",2.03379464823945
509,Xander,Finau,,TORONTO,,Canada,Male,50,3,"100,000 - 129,999",105915,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,1,728,43.819334,-79.258772,"59",3.75591044544996
